id,date,user,pc,activity
{J7Z4-D9JO94CX-2885WPAB},03/01/2011 10:28:42,MOH0273,PC-6699,Disconnect
{C6A2-B0KA60IF-0903SPOC},03/01/2011 11:36:33,MOH0273,PC-6699,Connect
{N6K6-U0LM66BM-7196WNNT},03/01/2011 11:59:29,MOH0273,PC-6699,Disconnect
{F8C3-K2JT81UT-3602MIBR},03/01/2011 13:55:00,MOH0273,PC-6699,Connect
{Z8G2-T3EQ46IR-9784GKXE},03/01/2011 14:39:40,MOH0273,PC-6699,Disconnect
{Q5Q1-Z5BB04YF-5647BKLR},03/01/2011 15:46:58,MOH0273,PC-6699,Connect
{H8S0-H3XC53EJ-3639WIIW},03/01/2011 15:47:00,MOH0273,PC-6699,Disconnect
{T2F9-X1EA07CR-6241FOCV},03/01/2011 16:35:02,MOH0273,PC-6699,Connect
{H3H9-V9BP46MV-9654CREW},03/01/2011 17:10:45,MOH0273,PC-6699,Disconnect
{H1M5-J5WG08MG-2423SPBS},03/02/2011 07:44:28,MOH0273,PC-6699,Connect
{B4C8-Y5ED00SB-0631LZMX},03/02/2011 08:12:36,MOH0273,PC-6699,Disconnect
{R5N5-K8JV14LU-9338YTUU},03/02/2011 08:18:25,MOH0273,PC-6699,Connect
{Y5P2-Q7WQ98FH-0893WGAI},03/02/2011 08:27:41,MOH0273,PC-6699,Disconnect
{S5H0-B9PM18UQ-7890LZSH},03/02/2011 09:22:07,MOH0273,PC-6699,Connect
{F5M9-H7RR13FV-1013CIAC},03/02/2011 09:31:18,MOH0273,PC-6699,Disconnect
{N3L9-W6MI25QC-2662EOKP},03/02/2011 11:49:48,MOH0273,PC-6699,Connect
{C1L8-O2KV80LG-5104IPPP},03/02/2011 11:51:18,MOH0273,PC-6699,Disconnect
{M0S9-U4OW02BV-1350WYSD},03/02/2011 12:29:16,MOH0273,PC-6699,Connect
{M3H1-Z4AA51KK-1468SQBT},03/02/2011 12:30:53,MOH0273,PC-6699,Disconnect
{M8U3-B6ZY58BV-6436VMHK},03/02/2011 12:33:17,MOH0273,PC-6699,Connect
{K7I6-C8CU66FR-6588LEHV},03/02/2011 13:59:59,MOH0273,PC-6699,Disconnect
{L8G5-Z5RD35JU-3123TCDV},03/02/2011 14:41:43,MOH0273,PC-6699,Connect
{H4D9-F4VG10WB-7119CFOQ},03/02/2011 15:00:58,MOH0273,PC-6699,Disconnect
{V5A5-C5KF59WA-1721XCKX},03/02/2011 15:16:16,MOH0273,PC-6699,Connect
{H8T0-W0KA22OL-2216EQPH},03/02/2011 15:17:33,MOH0273,PC-6699,Disconnect
{Z1S0-C5YX03DX-0639ADWH},03/03/2011 07:31:13,MOH0273,PC-6699,Connect
{B2N9-E2OV37KL-7039ATPC},03/03/2011 07:35:29,MOH0273,PC-6699,Disconnect
{O4S1-I7ZJ22UK-7246VLNN},03/03/2011 07:38:17,MOH0273,PC-6699,Connect
{C3T4-H2HL34NF-4265CJNL},03/03/2011 08:39:49,MOH0273,PC-6699,Disconnect
{X1V3-I6ND03PO-4039ZJTZ},03/03/2011 12:19:18,MOH0273,PC-6699,Connect
{K7G9-D7MJ69PK-8246HKHV},03/03/2011 12:30:36,MOH0273,PC-6699,Disconnect
{Y2G1-E1QD72CC-7652SIWN},03/03/2011 12:34:27,MOH0273,PC-6699,Connect
{J9N8-G1OU38FS-2509UVZL},03/03/2011 12:59:08,MOH0273,PC-6699,Disconnect
{X7D2-O0HM13HW-3852RPDF},03/03/2011 13:22:51,MOH0273,PC-6699,Connect
{N4C5-K3KW89LO-8867RSNA},03/03/2011 13:31:09,MOH0273,PC-6699,Disconnect
{A5K0-D5SI96BK-5260LBFS},03/03/2011 14:02:11,MOH0273,PC-6699,Connect
{X6Z9-X3CU95RI-8648LXSY},03/03/2011 14:06:53,MOH0273,PC-6699,Disconnect
{M7C6-Y7LN83NM-2190RIUK},03/03/2011 15:52:03,MOH0273,PC-6699,Connect
{L4B2-P5BM64MQ-5553VYWW},03/03/2011 16:46:51,MOH0273,PC-6699,Disconnect
{K9G7-U3WS47GC-0129SXKS},03/03/2011 16:54:13,MOH0273,PC-6699,Connect
{J6D2-F0PO01EE-8451HPKT},03/03/2011 16:58:49,MOH0273,PC-6699,Disconnect
{D8Y2-K5CD49GZ-7162CWTD},03/04/2011 08:14:19,MOH0273,PC-6699,Connect
{A1X1-T6VM96EV-4564HTCU},03/04/2011 08:29:31,MOH0273,PC-6699,Disconnect
{L6N9-O0NZ51LM-5419SBMB},03/04/2011 08:35:01,MOH0273,PC-6699,Connect
{N4N7-H6KV50SE-6569BDGW},03/04/2011 08:37:52,MOH0273,PC-6699,Disconnect
{W0W3-W2OL42EI-7973GATC},03/04/2011 08:59:30,MOH0273,PC-6699,Connect
{O2J4-U1US17SW-5737BDXT},03/04/2011 09:07:24,MOH0273,PC-6699,Disconnect
{C3U6-L4GN96QQ-9395EIXI},03/04/2011 11:38:32,MOH0273,PC-6699,Connect
{W1Q1-Q6UZ96DK-9966OUDR},03/04/2011 11:49:29,MOH0273,PC-6699,Disconnect
{U4X3-N5FD19WU-5151WTEO},03/04/2011 12:13:44,MOH0273,PC-6699,Connect
{Y4V4-F2AB34HP-4460SVDX},03/04/2011 12:23:46,MOH0273,PC-6699,Disconnect
{Q9K1-S6ZA23IV-4376PNHX},03/04/2011 12:58:23,MOH0273,PC-6699,Connect
{E2R6-S0OW27WV-8401FSFB},03/04/2011 12:58:34,MOH0273,PC-6699,Disconnect
{X8A4-M3XX87ZH-7894KPFN},03/04/2011 15:04:56,MOH0273,PC-6699,Connect
{K6E0-O3BV56XH-3760YHVO},03/04/2011 15:52:12,MOH0273,PC-6699,Disconnect
{A4O3-L6KX88FD-2035VBDB},03/04/2011 16:21:47,MOH0273,PC-6699,Connect
{K6T0-V3CS31PU-6670ADUE},03/04/2011 16:31:35,MOH0273,PC-6699,Disconnect
{B8S5-S9OS50IR-9887PYDJ},03/04/2011 16:59:53,MOH0273,PC-6699,Connect
{O7N3-D5KC61LY-2295KFNA},03/04/2011 17:08:00,MOH0273,PC-6699,Disconnect
{G6K7-Y5BM09CI-5432ZOAM},03/06/2011 07:21:13,MOH0273,PC-6699,Connect
{P4L7-E9PO84BP-5344OKSF},03/06/2011 07:50:45,MOH0273,PC-6699,Disconnect
{J2C1-V0XO57LL-0783LEEQ},03/06/2011 08:24:40,MOH0273,PC-6699,Connect
{D1T3-N2RA71XF-6769LRWV},03/06/2011 09:04:35,MOH0273,PC-6699,Disconnect
{C2N7-E0FJ01QJ-8814HYKB},03/06/2011 09:20:12,MOH0273,PC-6699,Connect
{M5P7-J9IS99YR-1716JZAH},03/06/2011 09:23:40,MOH0273,PC-6699,Disconnect
{Y6E3-V1PY22CI-1035BABZ},03/06/2011 11:45:57,MOH0273,PC-6699,Connect
{F3C5-M9WY18CT-6615DTNM},03/06/2011 12:11:32,MOH0273,PC-6699,Disconnect
{Q8N5-Y0UU40FP-2645GBIP},03/06/2011 12:52:20,MOH0273,PC-6699,Connect
{O5F3-P0UR15JF-0292RPGE},03/06/2011 12:55:09,MOH0273,PC-6699,Disconnect
{Y3E2-E6VW89IG-4756DXFG},03/06/2011 12:58:48,MOH0273,PC-6699,Connect
{T0P8-L0ZQ80CC-5284GMIH},03/06/2011 13:09:34,MOH0273,PC-6699,Disconnect
{G8I9-L6LG47OM-3959EKKF},03/06/2011 15:40:23,MOH0273,PC-6699,Connect
{B1Y7-T0PS37BV-0234ITIY},03/06/2011 15:52:29,MOH0273,PC-6699,Disconnect
{G8W3-T7AN02FZ-9511OULN},03/06/2011 16:04:46,MOH0273,PC-6699,Connect
{B1X8-F1KA34OZ-3869EOVY},03/06/2011 16:50:51,MOH0273,PC-6699,Disconnect
{N5D6-M2XA24AC-5846BOEQ},03/07/2011 07:22:18,MOH0273,PC-6699,Connect
{A0F1-K5CR39KI-8921VKZB},03/07/2011 07:31:05,MOH0273,PC-6699,Disconnect
{Z0C7-P9RI09BQ-9401AZDU},03/07/2011 07:38:04,MOH0273,PC-6699,Connect
{D5W6-V5JT45ZE-4783AEJZ},03/07/2011 08:38:32,MOH0273,PC-6699,Disconnect
{L6D4-S0WT20GI-8691GWEF},03/07/2011 09:56:38,MOH0273,PC-6699,Connect
{H4K4-C4GT21XY-3598TNDP},03/07/2011 09:57:26,MOH0273,PC-6699,Disconnect
{S5V9-A7UF20NJ-9201JTLJ},03/07/2011 11:12:44,MOH0273,PC-6699,Connect
{J0G9-J4PR69AZ-9796OLYM},03/07/2011 11:21:03,MOH0273,PC-6699,Disconnect
{L6E0-D3KA68RQ-6258ZODK},03/07/2011 11:24:21,MOH0273,PC-6699,Connect
{Q6L9-W5OR14NW-7766THZQ},03/07/2011 11:29:28,MOH0273,PC-6699,Disconnect
{P0N5-V0CN10NZ-7513IZGR},03/07/2011 12:23:18,MOH0273,PC-6699,Connect
{D0L7-Q5DE99IU-4189NIFT},03/07/2011 12:24:28,MOH0273,PC-6699,Disconnect
{X6M9-I4II45YN-9958PTAG},03/07/2011 12:55:15,MOH0273,PC-6699,Connect
{A1O2-E8DF36NU-1218YRSK},03/07/2011 12:55:32,MOH0273,PC-6699,Disconnect
{B4Y4-B4PY20SY-0204GLYC},03/07/2011 16:13:46,MOH0273,PC-6699,Connect
{M6W6-K0YY50AJ-0726MJLH},03/07/2011 16:43:00,MOH0273,PC-6699,Disconnect
{Z5U7-C8XE27OE-9876OTXI},03/08/2011 08:15:53,MOH0273,PC-6699,Connect
{F6N3-S8CG45LQ-3502JHJS},03/08/2011 08:24:20,MOH0273,PC-6699,Disconnect
{Y6Z1-B8GZ98DY-2080UKHP},03/08/2011 09:26:08,MOH0273,PC-6699,Connect
{O5D0-O1MD66CU-7087HDSN},03/08/2011 09:42:51,MOH0273,PC-6699,Disconnect
{A0K2-T1CL71QE-9417KCPO},03/08/2011 11:58:04,MOH0273,PC-6699,Connect
{X4Y6-C5VI22IT-0311EIVU},03/08/2011 12:30:57,MOH0273,PC-6699,Disconnect
{J5V7-K9XR55MR-4412QBCR},03/08/2011 12:56:59,MOH0273,PC-6699,Connect
{I4B6-F9FU00IP-7100FFTA},03/08/2011 13:02:16,MOH0273,PC-6699,Disconnect
{P9C9-O6YD23IA-7245FVHL},03/08/2011 14:25:33,MOH0273,PC-6699,Connect
{I2R0-E0TF95DB-1265KFGP},03/08/2011 14:27:05,MOH0273,PC-6699,Disconnect
{Q7V1-G3SI26IE-7517NRZX},03/08/2011 14:27:22,MOH0273,PC-6699,Connect
{Q0A7-D5UP31QG-4545SXCB},03/08/2011 14:46:24,MOH0273,PC-6699,Disconnect
{X8N7-D5XT27PT-5052WODC},03/08/2011 14:54:19,MOH0273,PC-6699,Connect
{E6J8-N9QD03DK-3413QHXW},03/08/2011 15:12:45,MOH0273,PC-6699,Disconnect
{R7F1-G4QS48HO-4054FCBT},03/08/2011 16:37:10,MOH0273,PC-6699,Connect
{J5I8-L1RT29OC-3276FDSZ},03/08/2011 16:41:07,MOH0273,PC-6699,Disconnect
{B8P8-A3GX46AC-3511QJRB},03/09/2011 08:47:46,MOH0273,PC-6699,Connect
{P6Y8-G5QS68NO-7829YDQP},03/09/2011 08:52:16,MOH0273,PC-6699,Disconnect
{X9X6-Y8EX10OP-0185NING},03/09/2011 10:39:18,MOH0273,PC-6699,Connect
{M7B5-F3DW78KC-3613UNTY},03/09/2011 10:50:43,MOH0273,PC-6699,Disconnect
{H8Z2-Z5IQ64WD-6085VOFM},03/09/2011 14:31:00,MOH0273,PC-6699,Connect
{R3P2-M0WC37DI-2607SOGO},03/09/2011 14:31:31,MOH0273,PC-6699,Disconnect
{F5X0-Z4EQ56KE-9488IYOM},03/09/2011 14:44:53,MOH0273,PC-6699,Connect
{S8Q9-E2EP02WF-7835SHKY},03/09/2011 14:48:27,MOH0273,PC-6699,Disconnect
{V7J2-U8YT19SL-3136DRDP},03/09/2011 15:47:16,MOH0273,PC-6699,Connect
{E3V3-X3LN34ER-5924YVHJ},03/09/2011 15:50:44,MOH0273,PC-6699,Disconnect
{W7R9-Z6QP78UT-8044JGRS},03/09/2011 16:06:57,MOH0273,PC-6699,Connect
{Z3J8-A2XX51NN-9885MCVA},03/09/2011 16:13:27,MOH0273,PC-6699,Disconnect
{X1K9-X8RX07XR-3463HBTN},03/09/2011 16:28:04,MOH0273,PC-6699,Connect
{C9P8-B5PJ65YO-5291TQFN},03/09/2011 16:42:32,MOH0273,PC-6699,Disconnect
{X1A0-J2WL05DZ-0134SPKE},03/10/2011 10:19:34,MOH0273,PC-6699,Connect
{E3B4-I9HH30NN-5964YEPG},03/10/2011 10:30:43,MOH0273,PC-6699,Disconnect
{R1L2-Y7OT81CI-5134RTGJ},03/10/2011 10:44:46,MOH0273,PC-6699,Connect
{W6D1-L3XE93NM-6577HEEE},03/10/2011 10:50:05,MOH0273,PC-6699,Disconnect
{T6H3-D3VF44YC-7186CXIW},03/10/2011 12:26:27,MOH0273,PC-6699,Connect
{W9V0-R1DV88EU-3177XOEY},03/10/2011 12:37:53,MOH0273,PC-6699,Disconnect
{I5C7-L3DW68GV-7107HPCR},03/10/2011 13:18:02,MOH0273,PC-6699,Connect
{D3G5-H1XM84BI-4208OYQL},03/10/2011 13:47:44,MOH0273,PC-6699,Disconnect
{M0V7-H5GB76ZL-4742FBPS},03/10/2011 13:58:07,MOH0273,PC-6699,Connect
{O0U7-E2VA32PQ-9878TFHY},03/10/2011 14:39:58,MOH0273,PC-6699,Disconnect
{N8C2-D5LR93IZ-7593OYLN},03/10/2011 15:19:38,MOH0273,PC-6699,Connect
{D5R6-X7KQ56KA-3811LBKC},03/10/2011 15:38:14,MOH0273,PC-6699,Disconnect
{K2S6-B1TB00YI-5128SCAK},03/10/2011 16:07:53,MOH0273,PC-6699,Connect
{F8J5-U9UA90ZG-0929QZPQ},03/10/2011 16:25:41,MOH0273,PC-6699,Disconnect
{A7H6-J6CQ96OG-2580SQVU},03/11/2011 09:35:47,MOH0273,PC-6699,Connect
{Q9A4-V7WA11LS-5433CUCK},03/11/2011 09:44:27,MOH0273,PC-6699,Disconnect
{A1V8-Z9WY77XX-6493WWDX},03/11/2011 09:58:05,MOH0273,PC-6699,Connect
{K2Z0-W0RN83LB-0626PMWT},03/11/2011 09:58:30,MOH0273,PC-6699,Disconnect
{P7L5-K3SY04WZ-7074CHIX},03/11/2011 15:53:22,MOH0273,PC-6699,Connect
{G1T2-Z7AE90VT-7061ARCX},03/11/2011 15:56:49,MOH0273,PC-6699,Disconnect
{L8P5-B3BF02EZ-8432XXGT},03/11/2011 15:57:46,MOH0273,PC-6699,Connect
{K1N1-S1FK28SO-3196SSCR},03/11/2011 16:17:15,MOH0273,PC-6699,Disconnect
{L9D9-C8PN22VD-9362HKLX},03/11/2011 16:19:00,MOH0273,PC-6699,Connect
{D1Q6-F5CN71HY-6770YPBV},03/11/2011 16:19:46,MOH0273,PC-6699,Disconnect
{G8I9-A9WE50PV-1486ALEJ},03/11/2011 16:36:48,MOH0273,PC-6699,Connect
{G6P9-O7FW83UR-8607JAED},03/11/2011 16:38:55,MOH0273,PC-6699,Disconnect
{O0W8-C3NZ56NH-1109LEPN},03/11/2011 16:54:56,MOH0273,PC-6699,Connect
{Q7W6-B9TH71MT-2791JKQQ},03/11/2011 16:57:40,MOH0273,PC-6699,Disconnect
{R9H4-L4YJ44OV-9665HYUF},03/11/2011 17:05:07,MOH0273,PC-6699,Connect
{R2J6-F4RB15ZO-6553HKSJ},03/11/2011 17:09:35,MOH0273,PC-6699,Disconnect
{S9H4-V2YI18ZX-1765KBXF},03/14/2011 09:00:51,MOH0273,PC-6699,Connect
{F3Y1-X9YL47IV-2577SJKB},03/14/2011 09:37:31,MOH0273,PC-6699,Disconnect
{N9K5-H0QF75KJ-8578OIZE},03/14/2011 09:42:59,MOH0273,PC-6699,Connect
{H3F0-J1LX56HF-5661ZRUH},03/14/2011 09:55:56,MOH0273,PC-6699,Disconnect
{W1W3-S5LH02HX-1901SUHE},03/14/2011 10:59:02,MOH0273,PC-6699,Connect
{S1T3-J9UP50KJ-5242TGOF},03/14/2011 11:15:03,MOH0273,PC-6699,Disconnect
{X9F6-M4VO85MU-8228TQVB},03/14/2011 11:42:23,MOH0273,PC-6699,Connect
{J5L9-C8PN25SN-7513QAET},03/14/2011 12:12:45,MOH0273,PC-6699,Disconnect
{V9P7-A0BN60DZ-2057LMIN},03/14/2011 12:36:34,MOH0273,PC-6699,Connect
{M2T4-Q1OA31PH-6078JPZF},03/14/2011 12:51:31,MOH0273,PC-6699,Disconnect
{D7B1-I0BA58VQ-8471BYMH},03/14/2011 13:25:57,MOH0273,PC-6699,Connect
{X0X9-V9II35BG-8711LZDS},03/14/2011 13:29:20,MOH0273,PC-6699,Disconnect
{Z1T0-J9VV84OX-0271JQSL},03/14/2011 15:01:08,MOH0273,PC-6699,Connect
{A7V3-Q2HW45BR-5461NYVJ},03/14/2011 15:15:13,MOH0273,PC-6699,Disconnect
{M5X0-Q9DN00OL-1134UJIW},03/14/2011 16:16:23,MOH0273,PC-6699,Connect
{C7P2-T4HW76UY-3464GQKE},03/14/2011 17:02:26,MOH0273,PC-6699,Disconnect
{M9E1-K9NR79YE-2249ULSN},03/15/2011 07:27:55,MOH0273,PC-6699,Connect
{A8A0-X0WU70PX-4300XVXF},03/15/2011 07:41:42,MOH0273,PC-6699,Disconnect
{L8X1-H0DX55BV-1219PONH},03/15/2011 07:44:05,MOH0273,PC-6699,Connect
{M1W7-F2XL40LF-3972UKLC},03/15/2011 07:52:46,MOH0273,PC-6699,Disconnect
{B5P0-J8EB92MF-9661XSHJ},03/15/2011 11:38:18,MOH0273,PC-6699,Connect
{I3Z3-Z6HV95SP-4465KACI},03/15/2011 11:53:30,MOH0273,PC-6699,Disconnect
{P4J2-C8SA17OS-4733YBJR},03/15/2011 16:08:36,MOH0273,PC-6699,Connect
{T4Q7-N5OW60LM-7610FBTE},03/15/2011 16:09:07,MOH0273,PC-6699,Disconnect
{P9R9-Z8YE58PE-9082EQXV},03/15/2011 16:37:41,MOH0273,PC-6699,Connect
{S5Q4-L3CC91NG-8361VYAH},03/15/2011 16:52:39,MOH0273,PC-6699,Disconnect
{N6M1-N0VN72KR-2849JZNU},03/15/2011 16:55:11,MOH0273,PC-6699,Connect
{Z6Z0-H7QN67JY-2140PXEZ},03/15/2011 16:55:23,MOH0273,PC-6699,Disconnect
{O0R8-X9UZ69QM-2636CWYZ},03/16/2011 08:36:54,MOH0273,PC-6699,Connect
{C3E1-M2UR49WQ-1603KDFF},03/16/2011 09:11:30,MOH0273,PC-6699,Disconnect
{M2Q2-X8TZ27ER-2543NDGR},03/16/2011 09:53:53,MOH0273,PC-6699,Connect
{H0N0-Y6WK98ZG-2052SMST},03/16/2011 09:59:01,MOH0273,PC-6699,Disconnect
{T5I3-V4CO51VY-9373GWAT},03/16/2011 10:11:58,MOH0273,PC-6699,Connect
{S7T0-V3LP82GQ-5178GPLT},03/16/2011 10:15:51,MOH0273,PC-6699,Disconnect
{W2J4-G0SR74CB-2799RMIY},03/16/2011 12:11:05,MOH0273,PC-6699,Connect
{R9N9-J3ID51GZ-6834OHNR},03/16/2011 12:11:35,MOH0273,PC-6699,Disconnect
{L0Y3-E6SG00KK-9709ZNAC},03/16/2011 12:44:16,MOH0273,PC-6699,Connect
{Y2P7-U2XW16KT-5722VDUC},03/16/2011 13:11:17,MOH0273,PC-6699,Disconnect
{C1M3-O9FG24FR-6773PRED},03/16/2011 13:36:48,MOH0273,PC-6699,Connect
{B7D1-Z8CS59QE-5904HCWN},03/16/2011 13:44:04,MOH0273,PC-6699,Disconnect
{H4C7-P4BB00ZD-0200PYYT},03/16/2011 13:55:49,MOH0273,PC-6699,Connect
{U4M6-N1KR73SB-6960FHHD},03/16/2011 14:00:26,MOH0273,PC-6699,Disconnect
{D9L9-A3XB86HI-7671XYCQ},03/16/2011 14:02:04,MOH0273,PC-6699,Connect
{Q4I4-M3YK23RE-7427FSES},03/16/2011 14:35:06,MOH0273,PC-6699,Disconnect
{D1D1-X6JA08JW-4358IRHV},03/16/2011 15:55:19,MOH0273,PC-6699,Connect
{W0K3-K6MT83GL-5303HLLZ},03/16/2011 16:10:41,MOH0273,PC-6699,Disconnect
{X7Y6-Q7UE23PB-7679RCET},03/17/2011 07:19:18,MOH0273,PC-6699,Connect
{U5J6-D2DD95FM-9583DUBH},03/17/2011 07:47:27,MOH0273,PC-6699,Disconnect
{A6Q8-O8EY15DT-6440CLKH},03/17/2011 08:08:00,MOH0273,PC-6699,Connect
{I2B2-N8HO16CM-6447SPUV},03/17/2011 08:24:12,MOH0273,PC-6699,Disconnect
{D4J3-N1XQ28SF-6217WZNF},03/17/2011 08:34:04,MOH0273,PC-6699,Connect
{G5D8-V7HH24FO-0395RGKU},03/17/2011 08:37:05,MOH0273,PC-6699,Disconnect
{J5D6-V1PJ45RV-3712JARG},03/17/2011 10:55:29,MOH0273,PC-6699,Connect
{G2X8-E1EA83XX-9180RNMI},03/17/2011 10:59:43,MOH0273,PC-6699,Disconnect
{M4F1-K8SR02UN-9211CNEU},03/17/2011 11:46:59,MOH0273,PC-6699,Connect
{Y3B7-D2TW30QR-8016KEOC},03/17/2011 11:52:02,MOH0273,PC-6699,Disconnect
{R3Y5-G3LP04PK-4628NRSD},03/17/2011 12:15:48,MOH0273,PC-6699,Connect
{F2F2-U7VY28CW-0233ZLDP},03/17/2011 12:35:08,MOH0273,PC-6699,Disconnect
{Z8Q3-I6ZS40JI-0477NTSX},03/17/2011 12:37:53,MOH0273,PC-6699,Connect
{G9P5-W5ND68GX-6138YAIH},03/17/2011 12:42:08,MOH0273,PC-6699,Disconnect
{A0W5-X2VC41MT-9647KGWO},03/17/2011 12:51:43,MOH0273,PC-6699,Connect
{Q6I4-M2PW50CF-1565XLKG},03/17/2011 13:08:23,MOH0273,PC-6699,Disconnect
{C5M8-Q8DU33FA-2315KXPA},03/17/2011 13:22:06,MOH0273,PC-6699,Connect
{N4O8-E6JX59CZ-8368HYSM},03/17/2011 13:24:18,MOH0273,PC-6699,Disconnect
{B2Y7-C0BI21OJ-8634SWRF},03/18/2011 07:32:33,MOH0273,PC-6699,Connect
{Q8A0-N4BR37FQ-2233CWAI},03/18/2011 07:36:05,MOH0273,PC-6699,Disconnect
{R0L5-Y9ML56WF-8571RFUR},03/18/2011 08:41:14,MOH0273,PC-6699,Connect
{W0E7-A7KR83UC-7833JJGF},03/18/2011 08:42:27,MOH0273,PC-6699,Disconnect
{W9G9-U2KC54FR-5266ZNIU},03/18/2011 09:56:04,MOH0273,PC-6699,Connect
{M6S3-M7GM45OQ-2227MFKP},03/18/2011 10:21:30,MOH0273,PC-6699,Disconnect
{J2F7-F2WV58DT-6224EKWQ},03/18/2011 11:14:29,MOH0273,PC-6699,Connect
{Y3U7-U8JE03XL-5602DTFX},03/18/2011 11:21:19,MOH0273,PC-6699,Disconnect
{D4Z3-V2IQ27TH-0843UBNG},03/18/2011 12:59:16,MOH0273,PC-6699,Connect
{L7Y5-K7LK06HS-8562YCJR},03/18/2011 13:06:26,MOH0273,PC-6699,Disconnect
{Y7O2-Z7PI97VX-2938OPOI},03/18/2011 14:24:54,MOH0273,PC-6699,Connect
{H5Q5-G8CA19WT-8494KXWG},03/18/2011 14:43:16,MOH0273,PC-6699,Disconnect
{L6U8-L3BC40ZT-2437BJLM},03/18/2011 14:48:58,MOH0273,PC-6699,Connect
{H6R5-D4FO34TR-5799MTET},03/18/2011 14:56:02,MOH0273,PC-6699,Disconnect
{K4X5-B3PJ78SO-8483LQES},03/18/2011 16:04:48,MOH0273,PC-6699,Connect
{M4N2-B8SW77UO-5685ZONM},03/18/2011 16:19:32,MOH0273,PC-6699,Disconnect
{J3S4-V0WB70YA-9489XJAC},03/18/2011 16:44:34,MOH0273,PC-6699,Connect
{Y7R2-Y3ZS24SI-9429FBYF},03/18/2011 16:48:07,MOH0273,PC-6699,Disconnect
{D1C1-P0XF00JK-8626LKQD},03/20/2011 08:31:10,MOH0273,PC-6699,Connect
{X0L9-D8FD13FD-2463MUHN},03/20/2011 08:39:35,MOH0273,PC-6699,Disconnect
{E9H1-R8QW53EV-7851ARPC},03/20/2011 09:11:02,MOH0273,PC-6699,Connect
{W4T9-D5FZ66HP-2596KPTE},03/20/2011 09:44:55,MOH0273,PC-6699,Disconnect
{R9P3-R0QQ24LD-2223OUCZ},03/20/2011 09:58:18,MOH0273,PC-6699,Connect
{U5K9-Q2SD25AG-7783ASWT},03/20/2011 10:14:00,MOH0273,PC-6699,Disconnect
{M6O0-N6GD25TM-1251BPCG},03/20/2011 11:30:36,MOH0273,PC-6699,Connect
{L0E9-E7EF26WN-3599KTVN},03/20/2011 11:43:29,MOH0273,PC-6699,Disconnect
{L5H7-I6EN57DM-4613SYKV},03/20/2011 11:52:04,MOH0273,PC-6699,Connect
{A8E6-V2LR94ZG-3763ZMJA},03/20/2011 11:54:19,MOH0273,PC-6699,Disconnect
{X7P6-V9KX59CQ-9376LDPZ},03/20/2011 12:15:51,MOH0273,PC-6699,Connect
{D1C0-A9EL49SB-3227VKBB},03/20/2011 12:50:09,MOH0273,PC-6699,Disconnect
{L0N4-S1CK10GL-4554TLSF},03/20/2011 13:38:30,MOH0273,PC-6699,Connect
{B4Z7-Y6QY06XE-4451EDSC},03/20/2011 14:12:34,MOH0273,PC-6699,Disconnect
{O4A8-X7RG36CB-2014TJCU},03/20/2011 14:39:22,MOH0273,PC-6699,Connect
{A3S6-P2IE55OR-1327YFPZ},03/20/2011 14:42:16,MOH0273,PC-6699,Disconnect
{H5Y7-M5YX42OY-7270PTCM},03/20/2011 16:35:14,MOH0273,PC-6699,Connect
{O6U1-Q6SO40ZD-2134GNLG},03/20/2011 16:45:02,MOH0273,PC-6699,Disconnect
{G3F7-F8SP65XR-7727EPPY},03/21/2011 07:37:18,MOH0273,PC-6699,Connect
{S8V6-A7GE24DX-4521MRZI},03/21/2011 07:39:34,MOH0273,PC-6699,Disconnect
{Y8U3-F2DW80WX-0233XOUA},03/21/2011 08:41:59,MOH0273,PC-6699,Connect
{Z9S2-N4IW39KK-4215AXOO},03/21/2011 09:58:19,MOH0273,PC-6699,Disconnect
{P7T5-E7QI33ZS-8516AHWR},03/21/2011 10:57:49,MOH0273,PC-6699,Connect
{D4U0-N2GW87VU-5552AVJT},03/21/2011 11:36:58,MOH0273,PC-6699,Disconnect
{I8K3-A5FT60VC-4206RYER},03/21/2011 12:02:43,MOH0273,PC-6699,Connect
{O1A3-N4WA39XL-0911GETO},03/21/2011 12:31:06,MOH0273,PC-6699,Disconnect
{C9J2-U6XE70YF-8427ORXT},03/21/2011 14:10:09,MOH0273,PC-6699,Connect
{L4T7-A5KE87SW-2979INVT},03/21/2011 14:15:22,MOH0273,PC-6699,Disconnect
{H5F8-M4DF65OE-3093MRPR},03/21/2011 14:26:00,MOH0273,PC-6699,Connect
{H2A9-B0WA61XA-8018KLKR},03/21/2011 15:10:50,MOH0273,PC-6699,Disconnect
{N1O7-U1LE88BX-4830ZHPD},03/22/2011 08:20:49,MOH0273,PC-6699,Connect
{O0A4-W7UF01JB-1352APFN},03/22/2011 08:24:43,MOH0273,PC-6699,Disconnect
{Y7F7-V8JM23OL-0927XPQU},03/22/2011 08:47:13,MOH0273,PC-6699,Connect
{S1Y7-V9TS92JD-0329KHQO},03/22/2011 08:52:56,MOH0273,PC-6699,Disconnect
{K0I3-H9NL32QD-8220KNGQ},03/22/2011 09:50:40,MOH0273,PC-6699,Connect
{D2Y4-T2YL99BF-3286FQLT},03/22/2011 10:05:56,MOH0273,PC-6699,Disconnect
{V7E1-W9EO32XA-2950LGJS},03/22/2011 11:39:47,MOH0273,PC-6699,Connect
